h3,addresses
85a8ad0bfffffff,5387
85a8ad4ffffffff,8210
85a8a893fffffff,4031
85a85a6ffffffff,203
85a8e9bbfffffff,300
85a8e98ffffffff,132
858bb457fffffff,27851
85a8e927fffffff,111
858bb697fffffff,110
858bb593fffffff,8193
858bb5bbfffffff,418
858bb51bfffffff,147
858bb55bfffffff,1312
858ba25bfffffff,58
858bb52ffffffff,69
858bb197fffffff,10
858bb18bfffffff,70
858bb473fffffff,193
858bb613fffffff,55
858bb60bfffffff,45
858bb627fffffff,73
858bb04bfffffff,54
858bb293fffffff,36
858bb29bfffffff,141
85a8e82bfffffff,1324
85a8e80bfffffff,274
85a8eb9bfffffff,3013
858bb6dbfffffff,161
85a8ea0bfffffff,294
85a8ea73fffffff,279
85a8c537fffffff,123
85a8ea63fffffff,3808
85a8ea6bfffffff,450
85a8ccb3fffffff,29
85a8c133fffffff,149
85a8cdb7fffffff,44
85a8cdc3fffffff,283
858bb66ffffffff,25
85a8cd07fffffff,187
85a8cd0bfffffff,248
85a8cc73fffffff,520
85a8c89bfffffff,8
85a8c8bbfffffff,2
85a8ce23fffffff,71
858bb123fffffff,83
858bb14bfffffff,67
858b8697fffffff,96
858b8687fffffff,67
858b8607fffffff,69
858bb393fffffff,18
858bb3cffffffff,6
858bb223fffffff,20
858bb277fffffff,11
858bb34bfffffff,25
858b80c3fffffff,62
858b8627fffffff,88
858b8043fffffff,55
858b804bfffffff,62
858044dbfffffff,2404
85807123fffffff,3151
858045d7fffffff,12
858045a3fffffff,225
8580455bfffffff,2
85804523fffffff,302
8580452ffffffff,313
85a88c9bfffffff,34387
85a89cc7fffffff,1276
85a89c0bfffffff,7782
85810577fffffff,461
858101affffffff,203
85810187fffffff,127
858101cbfffffff,642
8581015bfffffff,1048
858103abfffffff,297
85810333fffffff,2832
85810473fffffff,2309
858100d3fffffff,1929
85811297fffffff,24738
8581a89bfffffff,818
8581ad4bfffffff,383
8581a833fffffff,8182
8581a98bfffffff,522
8581a917fffffff,3699
8581a907fffffff,1434
8581a953fffffff,269
85818d0bfffffff,2748
85818d43fffffff,3594
85818897fffffff,1775
85818d6bfffffff,4725
8581888bfffffff,3540
85818833fffffff,828
8581882bfffffff,3298
8581886ffffffff,1189
85802b4ffffffff,6639
85800cc3fffffff,986
856d368bfffffff,728
856d215bfffffff,69
856d2187fffffff,1809
85452db7fffffff,506
85452d97fffffff,632
856d243bfffffff,8355
856d259bfffffff,1
854529abfffffff,531
85457653fffffff,1257
8545761bfffffff,290
8545760ffffffff,67731
85487357fffffff,2929
85281c93fffffff,655
85281c37fffffff,5708
85281b13fffffff,17
8529a9b7fffffff,325
85291a4bfffffff,158
8529a9bbfffffff,3737
85291207fffffff,2
8529acbbfffffff,123
8529aaa7fffffff,1662
8528a9b3fffffff,2
8528f4dbfffffff,54
8528ad4ffffffff,49
8528a893fffffff,8
8528a883fffffff,1
8528ae27fffffff,18
8528ae33fffffff,63
8528ae23fffffff,2656
8528ae03fffffff,41
8528aec3fffffff,2
8528aecffffffff,2
8528ae57fffffff,8
8528ae73fffffff,6
8528a807fffffff,1
8528ab0ffffffff,42
8528aa33fffffff,1048
8528aa6bfffffff,186
8528859bfffffff,1
85288497fffffff,2
85288193fffffff,5
852881a3fffffff,4522
8528b337fffffff,1
85289563fffffff,3
854898cffffffff,16763
8548cc63fffffff,8454
8548c9a7fffffff,49
852994d3fffffff,223
8548c983fffffff,133
8548cc47fffffff,3
8548c12ffffffff,1461
8548ced7fffffff,85
8548cecffffffff,126
8548dda7fffffff,339
8548c30bfffffff,4
8548ce4bfffffff,6
8548dd0bfffffff,798
8548dd57fffffff,557
8548dd47fffffff,425
8548c84bfffffff,123
8548ca5bfffffff,222
8548ca4bfffffff,33
8548d90bfffffff,14
8529908bfffffff,148
85299063fffffff,4
852992a3fffffff,24
85269ac7fffffff,1
8529938bfffffff,595
8526922bfffffff,196
8526937bfffffff,6
85269333fffffff,1
85269a27fffffff,8
85269a87fffffff,845
85269943fffffff,5605
85269ebbfffffff,453
852698d7fffffff,318
8526aa47fffffff,6354
8526aa33fffffff,5
85268557fffffff,163
85268583fffffff,113
8526a303fffffff,42
85268593fffffff,14
8526ab7bfffffff,2
8526a93bfffffff,37
8526a933fffffff,663
8526a8cffffffff,29
8526a8d3fffffff,56
8526a81bfffffff,60
8526ac8ffffffff,159
8526acbbfffffff,32
8526ad17fffffff,15
8526136bfffffff,13
8526a2abfffffff,214
85264053fffffff,22383
85264673fffffff,3698
8528f1cffffffff,337
8528f143fffffff,255
8528f02ffffffff,250
8528f053fffffff,140
8528f603fffffff,211
8528f60ffffffff,811
8528f647fffffff,14
8512504ffffffff,1217
8512539bfffffff,54
85125e57fffffff,16
85125143fffffff,354
85125027fffffff,4
85125057fffffff,2
85125cdbfffffff,2
85125cd3fffffff,35
85125c23fffffff,82
85125dd3fffffff,217
8527a61bfffffff,31
8527a4cbfffffff,78
8527a08bfffffff,134
8527a46bfffffff,38
8527a097fffffff,320
85124adbfffffff,5387
852716cffffffff,1
85124327fffffff,12
8512400ffffffff,16
85124157fffffff,351
85263057fffffff,1
8526301bfffffff,153
852630bbfffffff,21
85263083fffffff,120
8526342ffffffff,63
8526369bfffffff,871
852636d3fffffff,93
85263457fffffff,464
8527a963fffffff,109
8527a957fffffff,459
8527a9cffffffff,313
8527a9bbfffffff,39
8527a9abfffffff,351
8527a9b3fffffff,51
85271a7bfffffff,89
852634abfffffff,125
852634b7fffffff,6824
8526266ffffffff,570
8526261bfffffff,896
85271b8ffffffff,417
85271b8bfffffff,170
852626c7fffffff,63308
852626b3fffffff,1396
8527ad6ffffffff,931
85661d0bfffffff,867
85660a17fffffff,3893
85660a9bfffffff,547
8566087bfffffff,423
856608c7fffffff,3640
85661c87fffffff,1274
8544550bfffffff,673
85264e67fffffff,1010
8526486bfffffff,1613
8526480ffffffff,5072
85266ea3fffffff,1588
85266c57fffffff,1906
8544db9bfffffff,20550
852a8a8ffffffff,2113
852a8877fffffff,1340
8526641bfffffff,43137
85275d63fffffff,30649
85275d1bfffffff,9043
852758d3fffffff,315
85275c4bfffffff,7334
85275c43fffffff,455
85275123fffffff,1216
852751abfffffff,11
85275c8bfffffff,562
85274273fffffff,3
852ab227fffffff,364
852a8667fffffff,1518
852a8057fffffff,1233
852a863bfffffff,448
852af62bfffffff,49733
852af05bfffffff,5859
852aa883fffffff,4529
852aa993fffffff,8577
852b8c1bfffffff,572
852a154bfffffff,14066
852a3017fffffff,3912
85391aabfffffff,5963
85391ab3fffffff,20246
85275c8ffffffff,3847
852ab233fffffff,176
852a8073fffffff,1577
852a80cffffffff,323
852a8613fffffff,3556
852b9a37fffffff,7218
852aa8bbfffffff,5549
852aa913fffffff,4736
852a1467fffffff,31433
852a16abfffffff,10715
852a1687fffffff,29124
85390297fffffff,2217
8539022bfffffff,2994
85391c97fffffff,4242
853903cbfffffff,8601
85390353fffffff,3463
853903cffffffff,1172
853902a3fffffff,6415
853902a7fffffff,11807
8539006ffffffff,1227
85390063fffffff,966
85391abbfffffff,19035
8539254ffffffff,5642
8539218bfffffff,3561
85392547fffffff,2566
85397047fffffff,1158
853970c7fffffff,6067
85397003fffffff,380
852b814ffffffff,65081
852b8397fffffff,2379
852b810ffffffff,1465
852b802ffffffff,1463
852b800ffffffff,644
852b1253fffffff,2513
852badb7fffffff,487
852badb3fffffff,2
852b1e43fffffff,852
852b1e73fffffff,647
852b1e53fffffff,52
852b12cffffffff,918
852b12b7fffffff,43
852b12b3fffffff,1257
852b1393fffffff,16
852b102bfffffff,309
852b1077fffffff,438
852ba0bbfffffff,3498
852ba087fffffff,16671
852ba0dbfffffff,670
852ba54ffffffff,19027
852ba577fffffff,293
852ba5abfffffff,360
852b16a3fffffff,192
85186e7bfffffff,11169
851868dbfffffff,3324
85be0acffffffff,13124
859d0eabfffffff,207
859d0e8bfffffff,230
859d0583fffffff,6
859d2a7bfffffff,143
859d0bcffffffff,659
859d0bdbfffffff,1101
859cf0abfffffff,150
853951cffffffff,8533
8539518bfffffff,358
85396103fffffff,1274
853961abfffffff,1206
851ea01bfffffff,15536
851f91c3fffffff,4828
851f918bfffffff,6639
851f9487fffffff,8156
851f9433fffffff,5207
851f94a7fffffff,5214
851f95d3fffffff,2835
85194b2bfffffff,8401
85194b07fffffff,13082
851fb4affffffff,29032
851fa62ffffffff,10821
851f9337fffffff,44412
851f9943fffffff,32289
851f852bfffffff,20314
851fa4abfffffff,35688
851fa0a3fffffff,75837
851f1077fffffff,26522
851eac97fffffff,3788
851e232bfffffff,39313
851f1833fffffff,2837
851f1ebbfffffff,31158
851f1ea3fffffff,8294
851f18d7fffffff,1895
851f1c3bfffffff,2078
851f233bfffffff,17583
851f0ea3fffffff,3087
851f085bfffffff,2586
851f5143fffffff,2369
851f510bfffffff,2556
851f0b93fffffff,1428
851f0d67fffffff,2360
851f0977fffffff,2082
851f090ffffffff,4098
851f0933fffffff,3096
85083327fffffff,813
8508068bfffffff,6
8508150ffffffff,792
85080627fffffff,473
85080283fffffff,73
85080297fffffff,199
85080043fffffff,481
850800a7fffffff,63
85099b73fffffff,1
85099b3bfffffff,412
8508a40ffffffff,312
8508a423fffffff,1097
8508a5b7fffffff,85
851f7537fffffff,1111
851f664bfffffff,137
851f666ffffffff,917
85113623fffffff,4797
85113667fffffff,6340
85113053fffffff,513
8508d24bfffffff,2435
85112113fffffff,7469
85112147fffffff,1831
8511210bfffffff,1827
852e6817fffffff,626
852e6b87fffffff,7985
852e6b97fffffff,154
852e686ffffffff,2369
852e6863fffffff,1043
852e0a07fffffff,1035
852e193bfffffff,1
852e0167fffffff,2955
852e1d2bfffffff,640
852e1bb3fffffff,3188
852ef493fffffff,4322
852e1e6ffffffff,18884
852eacabfffffff,2842
859d5d33fffffff,24
859d5d2ffffffff,1
859c6ddbfffffff,1
859c6c87fffffff,1
859c6477fffffff,1
859c660ffffffff,2
859d4e53fffffff,1
859d4077fffffff,2
859d43d3fffffff,3
859d42d3fffffff,1
859d5dcbfffffff,2
859d5d47fffffff,1
859d5c27fffffff,3
859d5c07fffffff,2
859d4243fffffff,6
859d5c43fffffff,1
859d46d7fffffff,2
859d716bfffffff,1
859d4657fffffff,2
859d46c3fffffff,1
859d7337fffffff,3
859d73a7fffffff,1
859d4647fffffff,2
859d464ffffffff,6
859d5593fffffff,2
859d55b7fffffff,5
859d736bfffffff,5
859d54b3fffffff,5
859d706ffffffff,1
859d5483fffffff,3
859d7253fffffff,1
859d725bfffffff,11
859d508ffffffff,2
859d508bfffffff,3
859d0903fffffff,5
859d5687fffffff,1
859d56c3fffffff,12
859d0da7fffffff,5
859d7643fffffff,4
859d0d93fffffff,2
859d0d73fffffff,3
85b2c5c3fffffff,23280
85b2c51bfffffff,73556
85b2e26ffffffff,1125
85b2e37bfffffff,3913
85b2e283fffffff,5556
85c2f307fffffff,178
85c2f3d7fffffff,9865
85c2f2affffffff,4172
85c2f3cffffffff,111
85c2f353fffffff,36
85c2f357fffffff,62
85c2c6d3fffffff,291
85c2f373fffffff,15113
85c2f347fffffff,14
85c2d59bfffffff,14
85c2d48bfffffff,9541
85c2d4b3fffffff,52
85c2d487fffffff,6
85c2d4c7fffffff,56
85c2d427fffffff,31
85c2d6bbfffffff,39
85c2c573fffffff,5104
85c2c54bfffffff,13
85c2c0b3fffffff,845
85c2c3a3fffffff,66
85c2c3bbfffffff,8
85c2c073fffffff,17
85c2c2a3fffffff,5
85c2c2c7fffffff,22
85c2c30ffffffff,29
85c2c3cbfffffff,3
85c2ce1bfffffff,17
85c2ce5bfffffff,25
85c2ce6bfffffff,14
85c2ddc3fffffff,10
85c2dcbbfffffff,13
85c2dcaffffffff,10
85c2d9c3fffffff,207
85c2dd43fffffff,61
85c2d887fffffff,6
85c2d817fffffff,18
85c2d9a3fffffff,15
85c2d9c7fffffff,15
85c2d92bfffffff,28
85c2d943fffffff,14
85c2db87fffffff,4
85c2dbb3fffffff,31
85a966c3fffffff,48
85a96643fffffff,102
85a908d3fffffff,3333
85a908d7fffffff,14285
85a9085bfffffff,2791
85a9565bfffffff,2544
85a95677fffffff,7421
85a82acffffffff,1739
85a80577fffffff,1141
85a8286ffffffff,369
85a82b13fffffff,1733
85a822c3fffffff,736
85a8054bfffffff,123
85a800d3fffffff,500
85a80637fffffff,976
85a80657fffffff,462
85a833a7fffffff,523
85a8062bfffffff,4560
85a815b7fffffff,14
85a81043fffffff,17137
858b19bbfffffff,4
858b1863fffffff,99
858b186ffffffff,934
858b1b17fffffff,2322
858b1b0bfffffff,633
858b1617fffffff,150
858b1607fffffff,120
858b105bfffffff,181
858b104bfffffff,346
858b166bfffffff,368
858b12affffffff,386
858b13cbfffffff,33
858b135bfffffff,81
858b126ffffffff,129
85a84baffffffff,76
85a84b3bfffffff,102
85a84a3bfffffff,20
85a84b2ffffffff,114
85a84b77fffffff,100
858ba5d7fffffff,467
858ba4b3fffffff,118
858ba4a7fffffff,855
858ba423fffffff,280
858ba4c7fffffff,167
85a85917fffffff,20
85a8590bfffffff,70
85a85963fffffff,69
858ba6abfffffff,118
858ba5a3fffffff,3257
858ba50ffffffff,562
858ba53bfffffff,3
858ba567fffffff,8
858ba557fffffff,184
858ba097fffffff,108
858ba027fffffff,25
858ba023fffffff,39
858ba623fffffff,352
858ba283fffffff,229
858ba66ffffffff,3652
858ba06bfffffff,70
858ba20ffffffff,228
858b1eb3fffffff,3
858b1e57fffffff,136
858b1e5bfffffff,197
858b1a9bfffffff,20
858b1e4ffffffff,7871
858badb7fffffff,553
858b1e6ffffffff,21
858b1373fffffff,50
858b1343fffffff,55
858b134bfffffff,227
858badc3fffffff,60
85a81ac7fffffff,2113
85a8ada3fffffff,1459
85a8ad3bfffffff,29394
85a8ad77fffffff,6658
858175b3fffffff,146
85a8da97fffffff,343
85a8da93fffffff,140
85a8dac7fffffff,559
85812da7fffffff,978
85812d2bfffffff,177
85a8da23fffffff,114
85a8da6ffffffff,81
85812dcffffffff,56
858129d7fffffff,100
858129cffffffff,179
8581291bfffffff,59
85812b93fffffff,32
8581749bfffffff,51
8581292bfffffff,649
85817087fffffff,1872
8581708bfffffff,52
858176a7fffffff,1116
858170dbfffffff,22
8581296ffffffff,52
85812b27fffffff,47
8581764ffffffff,32
85812b73fffffff,739
858b514bfffffff,3888
858a2523fffffff,102
858b516bfffffff,1366
858a2ca3fffffff,36
858a2d87fffffff,26
858a2c87fffffff,16
858a2107fffffff,45
858a20a3fffffff,136
858a20cbfffffff,27
858a2067fffffff,296
858a2063fffffff,296
858a265bfffffff,922
858a35b3fffffff,619
858a9e07fffffff,604
858a98cffffffff,75
858a998bfffffff,29
858a985bfffffff,6
858a9adbfffffff,10
85806133fffffff,18
8580610bfffffff,135
85806c73fffffff,186
85806e9bfffffff,549
85806ed7fffffff,446
85806ec7fffffff,30
8580688ffffffff,32
85806907fffffff,10
85806e23fffffff,147
85806e27fffffff,149
85806e77fffffff,329
85806bd7fffffff,21
85814a33fffffff,2611
85814a57fffffff,234
85814a43fffffff,138
8580641bfffffff,197
85a8aecffffffff,456
85a8ae53fffffff,608
85a8ae03fffffff,3718
85a88657fffffff,4607
85a88057fffffff,4520
85a88297fffffff,3545
85a88b2ffffffff,202
858125dbfffffff,3317
85812437fffffff,1311
85812427fffffff,5970
85a8d25bfffffff,1287
85812697fffffff,540
85812683fffffff,975
8581208bfffffff,3534
85811467fffffff,11872
8581ac17fffffff,11838
8581ac3bfffffff,1559
8581a137fffffff,9880
858032bbfffffff,2544
85803257fffffff,2908
8580320bfffffff,1717
85818e23fffffff,4712
85818e2ffffffff,22191
8549ab7bfffffff,1127
85498cb3fffffff,139
856d2cdbfffffff,587
856d2c73fffffff,702
8549b537fffffff,1894
8549b1d7fffffff,1188
854984dbfffffff,687
8549b113fffffff,293
8549b10bfffffff,342
8549b0bbfffffff,3954
8549b053fffffff,590
85499c93fffffff,3572
8529aa27fffffff,12
85298ca7fffffff,67
85298cc7fffffff,68
85298da3fffffff,9490
85298d0bfffffff,10
852989a7fffffff,200
852989b7fffffff,482
8529898ffffffff,3546
85298c27fffffff,1
85298d47fffffff,532
85298d7bfffffff,7
852815cffffffff,6
85281cd7fffffff,22
85281cc7fffffff,14
85281c57fffffff,346
8528112bfffffff,4102
8528103bfffffff,772
8528106ffffffff,203
8528110bfffffff,42
8529892bfffffff,269
852816abfffffff,440
85281053fffffff,1552
852812a3fffffff,390
85281233fffffff,210
8528120ffffffff,1
8548e90bfffffff,8
8548eb97fffffff,14329
85488b67fffffff,1032
8548d633fffffff,99
8548d607fffffff,109
8548d63bfffffff,237
8548d667fffffff,389
8548d2d7fffffff,48
8548d073fffffff,8
8548d2b3fffffff,730
8548d28ffffffff,41
8526da5bfffffff,54
8526da57fffffff,413
8526dacffffffff,62
854883a7fffffff,121
854883c7fffffff,66
8548820ffffffff,122
85488277fffffff,159
8526c9d3fffffff,3826
85446c8ffffffff,22036
8526e423fffffff,31867
8526e50bfffffff,199
8526e5c3fffffff,1599
8526eb3bfffffff,315
8526eba3fffffff,719
854449cbfffffff,992
8544491bfffffff,989
85444baffffffff,1300
8526e923fffffff,276
8526e937fffffff,297
8526e87bfffffff,3312
85260a17fffffff,1298
85260ab7fffffff,3554
85261d13fffffff,766
85261d37fffffff,378
8526084bfffffff,679
8528f64bfffffff,26
85288ca7fffffff,32
85288d0bfffffff,80
85288d57fffffff,1168
85288d47fffffff,50
85288cb7fffffff,11
85288caffffffff,29
85288c77fffffff,3950
85288c63fffffff,175
85288c47fffffff,112
8528d44bfffffff,18
8528d6d7fffffff,62
8528d127fffffff,3269
8528d12ffffffff,2455
852796b7fffffff,11
85279447fffffff,19
85279407fffffff,21
852794b3fffffff,28
852794b7fffffff,33
8512cd3bfffffff,93
8527b24ffffffff,15
8527b243fffffff,19
8512cdabfffffff,144
8527b207fffffff,10
8527b21bfffffff,8
8527b62bfffffff,2
8527b637fffffff,24
8527b0cbfffffff,77
85279557fffffff,18
85279503fffffff,10
85279583fffffff,10
8527b323fffffff,7
85278633fffffff,5
8527868bfffffff,34
8527869bfffffff,10
852786bbfffffff,13
8527b08bfffffff,93
85279d33fffffff,10
85278ecffffffff,20
85278a17fffffff,38
85278bd7fffffff,1
85278863fffffff,6
85278e0bfffffff,14
85278eb3fffffff,183
85278363fffffff,3
85278333fffffff,4
8527806bfffffff,10
85278027fffffff,20
85278023fffffff,11
852781dbfffffff,28
85278e8ffffffff,30
8527818bfffffff,299
85278d0bfffffff,884
85278dc3fffffff,42
85278daffffffff,1
85278c1bfffffff,68
85278c9bfffffff,16
8527ab2ffffffff,335
8526365bfffffff,342
8527ab27fffffff,33
8527ab37fffffff,111
8527abb7fffffff,157
85278467fffffff,9
85278477fffffff,27
85278407fffffff,41
852785d3fffffff,58
8527a277fffffff,2
8527a043fffffff,25
8527a1cbfffffff,1
8527ae13fffffff,24
8527a8a3fffffff,250
8527ac07fffffff,456
8527a107fffffff,96
8527a1cffffffff,196
852712cffffffff,14
85271233fffffff,688
8512eba3fffffff,7
8527b693fffffff,12
8512e92bfffffff,90
8512e92ffffffff,464
8512e927fffffff,6
8512ec33fffffff,242
8512e997fffffff,2
8527b417fffffff,9
8512588ffffffff,12
85804c17fffffff,2438
8580488ffffffff,4
858048cffffffff,67
8580482ffffffff,10
855f15abfffffff,236
855f0243fffffff,8
855f11a7fffffff,8
8580494ffffffff,6
855f16d3fffffff,80
855f12b7fffffff,672
85804107fffffff,13
8580415bfffffff,5
85804e83fffffff,27
85804eb3fffffff,22
855f1e8bfffffff,32
8544e253fffffff,1623
8544e25bfffffff,372
8544cdc3fffffff,3039
852a9c8ffffffff,1368
852a99b3fffffff,3460
852759bbfffffff,69976
852759b3fffffff,9051
85275d2ffffffff,1259
852a80abfffffff,5712
852a8083fffffff,11730
852769affffffff,2578
85276987fffffff,1025
852b9a4bfffffff,1691
852b9a2ffffffff,2736
85276d2ffffffff,2035
852b9ac3fffffff,2531
852a8ca7fffffff,3932
852af2dbfffffff,452
852af297fffffff,262
852a1473fffffff,9390
852aa68ffffffff,2956
852a33abfffffff,69714
85346e0bfffffff,2
853469c7fffffff,2847
85391d87fffffff,5492
85390e63fffffff,2592
85390a93fffffff,2529
85390abbfffffff,681
85390ab7fffffff,2587
85184d83fffffff,21935
8518626bfffffff,16434
8518634ffffffff,5471
85be7537fffffff,8
85be752ffffffff,2
85be752bfffffff,103
85be71b3fffffff,1372
85be7107fffffff,454
85be750bfffffff,1
85be7403fffffff,73
85be754ffffffff,98
85be7457fffffff,20
85be2923fffffff,3303
85be7163fffffff,559
85be7143fffffff,435
85be73affffffff,169
85be715bfffffff,239
85be702ffffffff,125
85be7023fffffff,28
85be7347fffffff,769
85be7063fffffff,150
85be70cbfffffff,5063
85be7633fffffff,80
85be7227fffffff,107
85be508bfffffff,59
85be090bfffffff,350
85be0da3fffffff,312
85bb0b37fffffff,1326
85bb0b0ffffffff,8248
85bb0843fffffff,6
85bb0a0ffffffff,142
85bb53dbfffffff,93
85b89543fffffff,1
85b8946ffffffff,1
85b8923bfffffff,2
85b8935bfffffff,1
859d4e4ffffffff,1
859d4b2ffffffff,1
859c6497fffffff,1
859d5da3fffffff,2271
859d5db3fffffff,1
859d4acffffffff,1
859d5573fffffff,7
859d50b3fffffff,2
859d5553fffffff,20
859d51d7fffffff,3
859d0ba7fffffff,27
859c2dc7fffffff,2
859c74bbfffffff,1
859c7417fffffff,7
859c29b7fffffff,1
859c2d53fffffff,1
859d5347fffffff,1
859d5663fffffff,1
859c254ffffffff,522
859c2ea3fffffff,1
859c21affffffff,1
859c21c3fffffff,1
859c21d7fffffff,1
859c20a7fffffff,1201
859c20a3fffffff,2222
859c2393fffffff,1524
859c2e6ffffffff,2
859c2e6bfffffff,2
859c0183fffffff,1
859c0563fffffff,4
859c2373fffffff,186
859c05cbfffffff,531
859c1da7fffffff,1
859ce40bfffffff,1
859c19b7fffffff,1
859ce613fffffff,1
859c19cffffffff,33
859ce6cbfffffff,6
859d0c17fffffff,935
859d0c8bfffffff,45
859d0cd3fffffff,43
859d0897fffffff,1
859d08bbfffffff,2
859d08cbfffffff,45
859d0eaffffffff,22
8539606bfffffff,12173
85396073fffffff,9058
8539602bfffffff,6140
851eb0bbfffffff,378
851eb11bfffffff,7694
851eb16ffffffff,1169
851f9b0bfffffff,1633
851f9b13fffffff,10185
851e84b7fffffff,2682
851865c7fffffff,12930
851865dbfffffff,8840
851865d3fffffff,10944
85194b6bfffffff,15434
85186583fffffff,13557
851f8abbfffffff,1373
851f8853fffffff,1142
851f88c7fffffff,797
851f8847fffffff,9226
851f80dbfffffff,2729
851fa153fffffff,7239
851f8583fffffff,26070
851f8597fffffff,21246
85194d7bfffffff,13743
85194d43fffffff,57383
851f169bfffffff,19460
85196d0ffffffff,35319
85196d07fffffff,12072
851f318bfffffff,3103
851e10dbfffffff,2357
851e10bbfffffff,13110
851e1463fffffff,591
851e1093fffffff,1410
851e2243fffffff,7596
851e2273fffffff,2891
851ead17fffffff,1490
851e0c8bfffffff,6432
851e2a43fffffff,7958
851f0b7bfffffff,2583
851f0b6bfffffff,2223
851e25d3fffffff,9595
85098257fffffff,3286
8509820bfffffff,1152
8509820ffffffff,340
85098207fffffff,2443
85098233fffffff,4498
85099c9bfffffff,588
8509912ffffffff,1032
85099c5bfffffff,724
85099c13fffffff,1764
851f260ffffffff,9816
851f5e53fffffff,3120
851f512ffffffff,2548
851f5137fffffff,1036
851f5c53fffffff,1268
851f5c43fffffff,86
851f51affffffff,2936
851f426bfffffff,1632
851f4253fffffff,5324
851f4603fffffff,1379
85112647fffffff,3460
851130a3fffffff,2585
85112257fffffff,7
851126abfffffff,6909
85112637fffffff,4291
854ba1d7fffffff,80544
854ba1c7fffffff,5421
854a2687fffffff,6193
854b7557fffffff,672
854b7547fffffff,2008
852e7293fffffff,22345
852e7457fffffff,73
852e74cbfffffff,23394
852e2933fffffff,3034
852e2973fffffff,9942
852e2947fffffff,2420
852e7673fffffff,38
852e76dbfffffff,438
852e7643fffffff,27
852e0d03fffffff,15673
852e765bfffffff,2580
852e08bbfffffff,9675
8594e3cbfffffff,130
8594c55bfffffff,1
8594c537fffffff,1
8594ea0bfffffff,1
8594ebc7fffffff,1
8594e187fffffff,350
8594edd7fffffff,8
8594ed67fffffff,2
8594ed2bfffffff,95
8594ed33fffffff,61
859c4943fffffff,1
859c4bb3fffffff,1
859c4d77fffffff,1
85bee22ffffffff,63
85bec493fffffff,23
85bee22bfffffff,27
85bec52bfffffff,10
85bec50bfffffff,6
85bec573fffffff,3
85bec57bfffffff,8
85bec163fffffff,1
85bec0abfffffff,3
85a928cffffffff,789
85a9280bfffffff,206
85a92e27fffffff,1557
85a92a87fffffff,330
85a92a83fffffff,845
85a90597fffffff,153
85a90587fffffff,889
85a90563fffffff,2321
85c2dbcffffffff,22
85a974d3fffffff,21
85a975d7fffffff,85
85a9751bfffffff,118
85a97437fffffff,100
85a9741bfffffff,173
85a9742ffffffff,2946
85a97463fffffff,139
85a9746ffffffff,529
85a92913fffffff,113
85a92977fffffff,740
85a92973fffffff,142
85a97687fffffff,90
85a9769bfffffff,243
85a976c7fffffff,240
85a976dbfffffff,477
85a97503fffffff,174
85a97563fffffff,326
85a97083fffffff,200
85a91837fffffff,11330
85a9734bfffffff,1710
85a95437fffffff,980
85a80e8bfffffff,1806
85a82697fffffff,5154
85a8268bfffffff,6268
85a9194ffffffff,328
85a91b87fffffff,2304
85a8261bfffffff,11603
85a8142ffffffff,63546
85a81087fffffff,2561
85a8705bfffffff,817
85a87293fffffff,125
85a87667fffffff,10369
85a873c3fffffff,276
85a87217fffffff,347
85a87273fffffff,51
85a846d3fffffff,73
85a873a7fffffff,117
85a87307fffffff,14358
85a8466bfffffff,47
85a8ad83fffffff,47016
85a8ad8bfffffff,12609
85a8c2b7fffffff,1727
85a8c283fffffff,825
85a8c2d3fffffff,556
8581458ffffffff,247
8581440ffffffff,111
85814427fffffff,175
8581442ffffffff,387
8581444bfffffff,254
8581716bfffffff,151
858173a3fffffff,148
858146a7fffffff,128
85814623fffffff,328
8581400bfffffff,1755
85814627fffffff,1239
8581702ffffffff,1356
85817073fffffff,2
858172d7fffffff,22
85810d0bfffffff,477
8581548ffffffff,71
858155cbfffffff,100
85815093fffffff,23
85815447fffffff,61
858141cffffffff,37741
85814107fffffff,91
85814383fffffff,685
8581413bfffffff,87
85814047fffffff,256
858142b7fffffff,496
85814287fffffff,208
858142abfffffff,226
858142affffffff,199
8581428ffffffff,163
85814257fffffff,1199
85814237fffffff,118
8581435bfffffff,338
85805483fffffff,788
85a8a20ffffffff,10569
85a89813fffffff,3589
85a8980bfffffff,541
85a8982ffffffff,2578
85a8986bfffffff,2782
85a89b8ffffffff,2243
85a89a87fffffff,312
85a5925bfffffff,2097
85a89a1bfffffff,1085
85a89a77fffffff,1989
85a89a4ffffffff,622
858111a7fffffff,1599
85811113fffffff,2552
85811107fffffff,7635
858111c7fffffff,4808
85a596c7fffffff,209
8581368bfffffff,1044
858136c7fffffff,985
858136c3fffffff,12
8581a9a7fffffff,3650
858034dbfffffff,3778
8580253bfffffff,5
85802577fffffff,53
85802573fffffff,128
85815253fffffff,164
85815243fffffff,133
8581524bfffffff,10856
85802187fffffff,180
858020a3fffffff,84
85802433fffffff,3
85802467fffffff,747
85802ccbfffffff,157
8580210ffffffff,4906
85802c5bfffffff,379
858180abfffffff,15845
85800243fffffff,1219
8580119bfffffff,3585
858011d3fffffff,1347
8549a843fffffff,3264
8549aa97fffffff,10714
85498553fffffff,6662
854991b7fffffff,1
8549826ffffffff,963
85499cc3fffffff,115
85499133fffffff,223
85498307fffffff,3699
8549834ffffffff,3724
852831d3fffffff,2
852830abfffffff,16303
8548004bfffffff,7897
